passage_id,cn,vn,en
H6_17_80,我买了一个新秤，它可以用磅和公斤两种单位测量体重。,Tôi đã mua một cái cân mới; nó có thể đo trọng lượng bằng cả pound và kilogam.,I bought a new scale; it can measure weight in both pounds and kilograms.
H6_17_81,您能列举一下这种减肥药常见的副作用吗？,Bạn có thể vui lòng liệt kê một vài tác dụng phụ phổ biến của loại thuốc giảm cân này không?,Could you please list a few common side effects of this weight-loss drug?
H6_17_82,这个智能秤能快速运算出你身体的各项数据。,Chiếc cân thông minh này có thể nhanh chóng thực hiện các phép tính để hiển thị các dữ liệu khác nhau của cơ thể bạn.,This smart scale can quickly perform calculations to show your body's various data points.
H6_17_83,做深蹲可以有效地锻炼臀部和腿部的肌肉。,Tập squat có thể rèn luyện hiệu quả các cơ ở hông và chân của bạn.,Doing squats can effectively exercise the muscles in your hips and legs.
H6_17_84,如果运动计划中断，你的体重就很容易反弹。,"Nếu kế hoạch tập luyện bị gián đoạn, cân nặng của bạn rất có thể sẽ tăng trở lại.","If the exercise plan is interrupted, your weight is very likely to rebound."
H6_17_85,医生让我每顿饭后吃两丸这种药。,Bác sĩ bảo tôi uống hai viên thuốc này sau mỗi bữa ăn.,The doctor told me to take two of these medicinal pills after each meal.
H6_17_86,对很多人来说，这种魔鬼式训练简直是一种折磨。,"Đối với nhiều người, kiểu huấn luyện ma quỷ này đơn giản là một hình thức tra tấn.","For many people, this kind of devil-style training is simply a form of torture."
H6_17_87,对于体重过重的人来说，经常做跳跃运动很容易损伤膝关节。,"Đối với người thừa cân, các bài tập nhảy thường xuyên có thể dễ dàng làm tổn thương khớp gối.","For overweight people, frequent jumping exercises can easily injure the knee joints."
H6_17_88,他的腿在事故中受伤了，现在走路有点瘸。,"Chân anh ấy bị thương trong vụ tai nạn, và bây giờ anh ấy đi khập khiễng.","His leg was injured in the accident, and now he walks with a limp."
H6_17_89,我们需要制定一个切实有效的计划来改善我们的健康状况。,Chúng ta cần xây dựng một kế hoạch thiết thực và hiệu quả để cải thiện sức khỏe của mình.,We need to develop a practical and effective plan to improve our health.
H6_17_90,科学家们正在努力测定这块化石的准确年龄。,Các nhà khoa học đang cố gắng xác định tuổi chính xác của hóa thạch này.,Scientists are trying to determine the exact age of this fossil.
H6_17_91,股市昨天大跌，但今天小幅反弹了。,"Thị trường chứng khoán hôm qua giảm mạnh, nhưng hôm nay đã phục hồi nhẹ.","The stock market fell sharply yesterday, but it rebounded slightly today."
H6_17_92,这种长时间的等待对我真是一种折磨。,Sự chờ đợi kéo dài này thực sự là một sự tra tấn đối với tôi.,This long wait is really a torment for me.
H6_17_93,因为突然停电，会议不得不中断。,"Do mất điện đột ngột, cuộc họp đã phải bị gián đoạn.","Due to a sudden power outage, the meeting had to be interrupted."
H6_17_94,他正在做一个关于社交媒体对青少年影响的专题研究。,Anh ấy đang thực hiện một nghiên cứu chuyên đề về tác động của mạng xã hội đối với thanh thiếu niên.,He is doing special research on the impact of social media on teenagers.
H6_17_95,在她的眼神里，我能看到母亲般的慈爱。,"Trong mắt bà, tôi có thể thấy được tình yêu thương dịu dàng của một người mẹ.","In her eyes, I could see a mother's gentle love."
H6_17_96,曲棍球在我们国家不是一项很普遍的运动。,Khúc côn cầu trên cỏ không phải là một môn thể thao phổ biến ở nước ta.,Field hockey is not a very common sport in our country.
H6_17_97,资金不足是制约我们项目进度的主要因素。,Thiếu kinh phí là yếu tố chính kìm hãm sự tiến triển của dự án chúng ta.,A lack of funds is the main factor constraining our project's progress.
H6_17_98,要成为一名优秀的消防员，你必须有出色的体能。,"Để trở thành một lính cứu hỏa giỏi, bạn phải có thể lực tuyệt vời.","To be a good firefighter, you must have excellent physical fitness."
H6_17_99,就算你帮不上忙，起码也应该表示一下关心。,Dù không giúp được thì ít nhất bạn cũng nên thể hiện sự quan tâm.,"Even if you can't help, you should at least show some concern."
H6_17_100,他总是在挑战自己的极限，看自己能取得多大的成就。,Anh ấy luôn đẩy bản thân đến giới hạn để xem mình có thể đạt được bao nhiêu.,He is always pushing himself to the limit to see how much he can achieve.
H6_17_101,跟以往相比，我们的沟通方式发生了巨大的变化。,"So với trước đây, phương thức liên lạc của chúng ta đã thay đổi đáng kể.","Compared to the past, our communication methods have changed dramatically."
H6_17_102,这家公司的成功依托于持续的技术创新。,Sự thành công của công ty này dựa vào sự đổi mới công nghệ không ngừng.,This company's success relies on continuous technological innovation.
H6_17_103,无论遇到什么困难，他都不会向命运屈服。,"Dù gặp phải khó khăn gì, anh ấy cũng sẽ không bao giờ khuất phục trước số phận.","No matter what difficulties he encounters, he will never surrender to fate."
H6_17_104,在这个竞争激烈的行业里，所有公司都在力争上游。,"Trong ngành công nghiệp cạnh tranh này, tất cả các công ty đều đang nỗ lực vươn lên.","In this competitive industry, all companies are striving to get ahead."
H6_17_105,救援队表现出的拼搏精神令人敬佩。,Tinh thần nỗ lực hết mình của đội cứu hộ thật đáng ngưỡng mộ.,The spirit of hard work shown by the rescue team is admirable.
H6_17_106,博物馆内部严禁拍照。,Nghiêm cấm chụp ảnh bên trong viện bảo tàng.,It is strictly forbidden to take photos inside the museum.
H6_17_107,他的演讲充满了空洞的口号，缺乏任何具体计划。,Bài phát biểu của ông ta toàn những khẩu hiệu sáo rỗng và thiếu kế hoạch cụ thể.,His speech was full of empty slogans and lacked any concrete plans.
H6_17_108,我的爷爷是一位慈祥的老人，受到所有邻居的喜爱。,"Ông tôi là một người hiền từ và nhân hậu, được mọi người hàng xóm yêu quý.","My grandfather is a kind and benevolent man, loved by all the neighbors."
H6_17_109,当地居民自发地组织了一次海滩清洁活动。,Cư dân địa phương đã tự phát tổ chức một sự kiện dọn dẹp bãi biển.,The local residents spontaneously organized a cleanup event for the beach.
H6_17_110,不佳的体能会严重制约一名运动员的潜力。,Thể lực kém sẽ kìm hãm nghiêm trọng tiềm năng của một vận động viên.,Poor physical fitness will severely constrain an athlete's potential.
H6_17_111,球迷们自发地为运动员们的拼搏精神欢呼。,Các cổ động viên đã tự phát cổ vũ cho tinh thần nỗ lực của các vận động viên.,The fans spontaneously cheered for the athletes' spirit of hard work.
H6_17_112,和以往不同，想要挑战极限，你起码要有尝试的勇气。,"Để thử thách giới hạn của bản thân, không như trước đây, ít nhất bạn phải có can đảm để thử.","To challenge your limits, you must at least have the courage to try, unlike in the past."
H6_18_1,为了把大脑保养在最佳状态，获得充足的休息至关重要。,"Để duy trì bộ não của bạn ở trạng thái tốt nhất, nghỉ ngơi đầy đủ là rất quan trọng.","To maintain your brain in its best state, getting enough rest is crucial."
H6_18_2,广泛阅读是增强个人才智的有效方法。,Đọc sách nhiều là một cách hiệu quả để nâng cao trí tuệ và tài năng của một người.,Reading widely is an effective way to enhance one's wisdom and intelligence.
H6_18_3,他不停地为孩子的课后补习而奔忙，没有时间休息。,Anh ấy liên tục bận rộn với việc học thêm sau giờ học của con cái và không có thời gian nghỉ ngơi.,He is constantly busy with his children's after-school tutoring and has no time to rest.
H6_18_4,要识别出这两个方案的细微差别，需要耗费很多心力。,Cần rất nhiều tâm sức để nhận ra sự khác biệt tinh tế giữa hai kế hoạch này.,It takes significant mental effort to identify the subtle differences between these two plans.
H6_18_5,真正的教育应该是灵魂的觉醒，而不仅仅是用事实填满头脑。,"Giáo dục đích thực phải là sự thức tỉnh của tâm hồn, chứ không chỉ là nhồi nhét kiến thức vào đầu.","True education should be an awakening of the soul, not just filling the mind with facts."
H6_18_6,这部电影旨在唤醒观众心中的正义感。,Bộ phim này nhằm mục đích đánh thức ý thức về công lý của khán giả.,This movie aims to awaken the audience's sense of justice.
